,Название вакансии,Зарплата,Требуемые навыки,Теги,Компания,Метро,Адрес,Город,Сфера,Общее название профессии,Опыт работы,Образование,Ссылка,Минимальная зарплата,Максимальная зарплата
2040,Помощник воспитателя,45000— 55000 руб.,нет,"['Быстрый отклик', 'Студентам']",Индивидуальный предприниматель БОСОВА ЮЛИЯ ОЛЕГОВНА,['Говорово'],"Говорово,г Москва, Боровское шоссе, д 2 к 4",Москва,Работа для домашнего персонала,Няня,без опыта,любое,https://www.rabota.ru/vacancy/44501883/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,45000,55000
2041,Постпечатник,70000— 75000 руб.,['постпечатная обработка'],"['Быстрый отклик', 'Пенсионерам', 'Студентам']","АМПГРАФИКА, ООО",['Сокольники'],"Сокольники,г Москва, Леснорядский пер, д 18 стр 11",Москва,Работа на производстве,Мастер производства,без опыта,любое,https://www.rabota.ru/vacancy/38250741/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,70000,75000
2042,Заправщик АГЗС/АЗС,60000— 75000 руб.,"['ответственность', 'исполнительность', 'обучаемость', 'доброжелательность', 'вежливость', 'честность', 'прием и отпуск нефтепродуктов', 'заправка автомобилей', 'поддержание чистоты на АЗС']","['Быстрый отклик', 'Пенсионерам']",Нефтяная компания,['Бунинская аллея'],"Бунинская аллея,г Москва, р-н Коммунарка, поселок Коммунарка, ул Потаповская Роща",Москва,Заправщик,Заправщик азс,без опыта,любое,https://www.rabota.ru/vacancy/54242619/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,60000,75000
2043,Врач-дерматовенеролог,80000— 120000 руб.,"['ответственность', 'исполнительность', 'стрессоустойчивость', 'обучаемость', 'ведение медицинской документации', 'лечение пациентов', 'диагностика заболеваний', 'амбулаторный прием', 'консультирование пациентов', 'составление плана лечения', 'действующий сертификат по дерматологии', 'косметологические процедуры', 'Навыки межличностного общения', 'Медицинская документация', 'Дерматоскопия', 'удаление новообразований']",Без тега,"""Импульс""",['Сходненская'],"Сходненская,г Москва, ул Нелидовская, д 20 к 1",Москва,Работа в сфере медицины,Врач,от 3 лет,высшее,https://www.rabota.ru/vacancy/54242324/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,80000,120000
2044,Ветеринарный врач-терапевт общей практики,90000— 120000 руб.,"['пунктуальность', 'работа с документами', 'ведение медицинской документации', 'лечение пациентов', 'диагностика заболеваний', 'консультирование пациентов', 'составление плана лечения', 'осмотр пациентов', 'ведение историй болезни', 'ведение приема', 'диагностика', 'первичный осмотр']",Без тега,Ветеринарная клиника Леовет,['Савеловская'],"Савеловская,г Москва, ул Полтавская, д 33",Москва,Работа в сфере медицины,Врач,от 3 лет,высшее,https://www.rabota.ru/vacancy/54241814/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,90000,120000
2045,Водитель грузового автомобиля,100000— 200000 руб.,"['ответственность', 'аккуратность', 'погрузочно-разгрузочные работы', 'перевозка грузов', 'сборка изделий']",['Студентам'],Гудвин,['Очаково'],"Очаково,г Москва, Очаковское шоссе, д 40 стр 9",Москва,Работа на транспорте,Водитель,без опыта,любое,https://www.rabota.ru/vacancy/54241594/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,100000,200000
2046,Сборщик-комплектовщик,30000— 100000 руб.,"['ответственность', 'внимательность', 'работа склада', 'прием товара', 'комплектация товара', 'сбор заказов', 'упаковка', 'упаковка товара', 'сортировка', 'быстрое обучение']",['Студентам'],Гудвин,['Очаково'],"Очаково,г Москва, Очаковское шоссе, д 40 стр 9",Москва,Сборщик,Комплектовщик заказов,без опыта,любое,https://www.rabota.ru/vacancy/54241589/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,30000,100000
2047,Мойщик автомобилей,от 80000 руб.,"['мойка автомобилей', 'ручная мойка', 'уборка салона', 'мойка кузова']",Без тега,Дем,"['Шелепиха,', 'Шелепиха,', 'Шелепиха,', 'Беговая,', 'Беговая']","Шелепиха, Шелепиха, Шелепиха, Беговая, Беговая,г Москва, ул 2-я Магистральная, д 1/3 стр 1",Москва,Мойщик,Автомойщик,от 1 года,любое,https://www.rabota.ru/vacancy/54240500/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,80000,
2048,Ведущий специалист по тендерам,от 145000 руб.,"['ответственность', 'заключение договоров', 'ведение переговоров', 'MS Office  Excel', 'участие в тендерах', 'проведение тендеров', 'подготовка тендерной документации', 'деловая переписка', '44-ФЗ', '223-ФЗ', 'Государственные закупки']",Без тега,Фармрост,['Речной вокзал'],"Речной вокзал,г Москва, ул Флотская, д 5 к 2",Москва,Работа в продажах,Специалист по тендерам,от 3 лет,высшее,https://www.rabota.ru/vacancy/54240021/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,145000,
2049,Администратор салона красоты,75000— 130000 руб.,"['ответственность', 'коммуникабельность', 'стрессоустойчивость', 'доброжелательность', 'консультирование клиентов', 'работа на кассе', 'общение с клиентами', 'продажа услуг', 'организация работы салона']",Без тега,ИП Сергунина Рузана,['Новаторская'],"Новаторская,г Москва, Ленинский пр-кт, д 87",Москва,Администратор,Администратор на ресепшн,от 1 года,любое,https://www.rabota.ru/vacancy/54238587/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,75000,130000
2050,Помощник автомаляра,до 40000 руб.,нет,Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ЗЕЙНАЛОВ РОВШАН АЛИГАНБАР ОГЛЫ,['Севастопольская'],"Севастопольская,г Москва, Балаклавский пр-кт, д 30А",Москва,,,без опыта,среднее,https://www.rabota.ru/vacancy/54231283/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,,40000
2051,Официант,по договоренности,нет,Без тега,"ООО ""ЧАРКА""","['Римская,', 'Площадь Ильича,', 'Серп и Молот']","Римская, Площадь Ильича, Серп и Молот,г Москва, ул Сергия Радонежского, д 23-25 стр 1",Москва,Работа в ресторанах,,от 1 года,любое,https://www.rabota.ru/vacancy/54229038/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,,
2052,Курьер в пункт обмена валют,60000— 120000 руб.,"['ответственность', 'пунктуальность', 'грамотность', 'вежливость', 'хорошее знание Москвы', 'доставка заказов', 'выполнение поручений', 'курьер']",['Людям с инвалидностью'],"ООО ""АЛЬФАПЛЮС""",['Международная'],"Международная,г Москва, Пресненская наб",Москва,Работа в сфере доставки,Курьер,без опыта,любое,https://www.rabota.ru/vacancy/54227479/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,60000,120000
2053,Менеджер по работе с издателями,по договоренности,нет,Без тега,"ООО ""ИВИС""",['Нагорная'],"Нагорная,г Москва, метро Нагорная",Москва,Директор,Директор издательства,от 3 лет,любое,https://www.rabota.ru/vacancy/54227344/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,,
2054,Фармацевт/Провизор,по договоренности,нет,Без тега,"ООО ""ЭТАЛОН-М""","['Медведково,', 'Бабушкинская,', 'ВДНХ']","Медведково, Бабушкинская, ВДНХ,г Москва, Ярославское шоссе, д 114 к 1",Москва,Работа в сфере фармакологии,Провизор,от 1 года,среднее,https://www.rabota.ru/vacancy/54224362/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,,
